question_id,question_text,question_order,jaccard_mean,jaccard_median,jaccard_p10,spearman_mean,kendall_mean,any_rank_change_pct,n_changed_mean,avg_pos_moved_mean,max_pos_moved_mean,voter_nan_pct,candidate_nan_pct,candidate_var,voter_var,combined_var,rank_jaccard,rank_spearman,rank_kendall,composite_rank,impact,voter_avg_abs_corr,candidate_avg_abs_corr
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,0.5403940664453853,0.5319148936170213,0.3090909090909091,0.8486151316171331,0.7291240428220639,0.9911181525757358,1009.3906332517164,120.21604787673388,408.3340054731384,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256,1.0,2.0,1.0,1.3333333333333333,0.45960593355461465,0.12297462921431605,0.2643870078907533
32261,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",48,0.5870058919958366,0.6363636363636364,0.2,0.8485861738104902,0.7755827217574524,0.9599356666186568,941.213020308224,104.46767138643555,450.0850016803496,0.0400643333813433,0.0,1961.5063924402448,1752.899212276625,3438323.0101840687,8.0,1.0,6.0,5.0,0.41299410800416336,0.19703604504743588,0.47149986045318426
32228,"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",15,0.6026267397248573,0.6,0.2631578947368421,0.8636243434835766,0.772727796524398,0.9770992366412212,973.232296317634,103.5052998778848,388.9816361803255,0.0229007633587786,0.0,1965.513484437688,1615.0417084387864,3174386.2558657154,11.0,5.0,4.0,6.666666666666667,0.39737326027514275,0.2729880450820805,0.47706611491421347
32234,"Should a third official gender be introduced alongside ""female"" and ""male""?",21,0.6226850669859675,0.6363636363636364,0.3090909090909091,0.8568298484800321,0.7666676090278263,0.9654088050314464,942.4729703778386,105.55906681651008,410.7722166210572,0.0345911949685534,0.0,1938.8085973689083,1859.966787424097,3606119.598278469,17.0,3.0,2.0,7.333333333333333,0.3773149330140325,0.2757488017852469,0.46627625758191055
32222,"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",9,0.5554947221352415,0.5652173913043478,0.2631578947368421,0.8866441543120649,0.779431889481706,0.9730183878246677,988.5129146862548,97.14821410550188,440.6021652503721,0.0269816121753324,0.0,1469.619601592722,1354.0232536577407,1989899.1145877696,2.0,14.0,7.0,7.666666666666667,0.44450527786475846,0.15207815798372196,0.36860984216925907
32270,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,57,0.5706584696744849,0.5319148936170213,0.3090909090909091,0.8832690861194576,0.7742425685628702,0.8808872245427048,894.1993854721782,98.5527170876032,343.4450525709348,0.1191127754572951,0.0,1684.755892351382,1313.5330116476375,2212982.4811714143,6.0,13.0,5.0,8.0,0.42934153032551514,0.14353439400181695,0.34945396098070214
32232,Should cannabis use be legalized? [BePart question],19,0.5867370538969636,0.6,0.2857142857142857,0.8790974073343507,0.7823515590184347,0.9770992366412212,994.6755485140908,97.9472847086888,482.4930145470258,0.0229007633587786,0.0,1479.316504255955,1430.7669514010604,2116557.164951566,7.0,9.0,8.0,8.0,0.4132629461030364,0.14474785706068255,0.2554900227000283
32245,Should busy sections of highways be widened?,32,0.588710253547486,0.6,0.2631578947368421,0.8743451586549388,0.7841763889920266,0.9721542080752796,974.344327620145,96.42379352514652,406.5605886024293,0.0278457919247203,0.0,1753.64218783678,1577.0235503318395,2765535.0290740537,9.0,8.0,9.0,8.666666666666666,0.41128974645251404,0.24642648138292772,0.5016657434541012
32240,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",27,0.6292662795867142,0.6,0.3333333333333333,0.8617654222920066,0.767258932213631,0.9860530990446011,953.4405396322436,105.90280319997524,406.8363339574631,0.0139469009553987,0.0,2027.9241490926556,1459.807024239287,2960377.917469938,20.0,4.0,3.0,9.0,0.3707337204132858,0.24946790496654667,0.44334621579920913
32238,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],25,0.6064202309973106,0.6,0.2857142857142857,0.8728619239422054,0.7854161190342965,0.9592395218205386,962.9463248355656,96.5287601978646,407.858058476163,0.0407604781794613,0.0,1903.833100777832,1642.938569325225,3127880.8308259384,12.0,6.0,10.0,9.333333333333334,0.39357976900268943,0.23952054664687655,0.47941773847152747
32236,Do you support tax cuts at the federal level over the next four years?,23,0.5683821247961075,0.5652173913043478,0.2203389830508474,0.8791074235237428,0.7927659338957753,0.9343703490325987,933.5046569686494,91.29114440643303,418.432762014499,0.0656296509674012,0.0,1674.251899203261,1448.660909901867,2425423.279704725,5.0,10.0,13.0,9.333333333333334,0.4316178752038925,0.17563830833383715,0.4855073694114555
32267,Should automatic facial recognition be banned in public spaces?,54,0.5570832261451312,0.5652173913043478,0.2631578947368421,0.8964597882980941,0.7999406974743791,0.9648086802054828,981.20682702002,88.97720057550397,475.9497095395842,0.0351913197945172,0.0,1181.0853440876074,1373.2189404050075,1621888.7647358682,3.0,16.0,15.0,11.333333333333334,0.44291677385486883,0.10889215301162844,0.20870914285061873
32252,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",39,0.5663370267978676,0.5652173913043478,0.3090909090909091,0.9023413734316904,0.8044070962360902,0.9157904844207596,931.9346584089492,84.82575650370846,427.1863027509722,0.0842095155792404,0.0,1403.2987430658754,1193.2370287615088,1674468.022640685,4.0,18.0,16.0,12.666666666666666,0.43366297320213243,0.1495227599028755,0.36276285498364425
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,33,0.6178074460908076,0.6363636363636364,0.3090909090909091,0.8808326802072356,0.7970029076186131,0.9749387872677516,939.4487253348696,91.18519126613904,432.4133419751308,0.0250612127322483,0.0,1893.0797722090504,1668.1393204158094,3157920.804705721,15.0,11.0,14.0,13.333333333333334,0.3821925539091924,0.26921276763001584,0.5074431450103674
32231,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,18,0.6427723075374574,0.6363636363636364,0.3333333333333333,0.8739641404686512,0.7889718254395293,0.9881175284459168,980.1916558644198,96.51020865401227,432.9845647894762,0.0118824715540832,0.0,2005.5123216601817,1700.4910225807082,3410355.6986581325,22.0,7.0,11.0,13.333333333333334,0.3572276924625426,0.25482789363912434,0.4713408642942705
32264,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",51,0.6197839322432148,0.6363636363636364,0.3090909090909091,0.8814718370567595,0.7910791312932646,0.9480531950645734,957.5054011234336,93.86475045701636,418.29096452062026,0.0519468049354265,0.0,1866.353614820024,1415.8376065667635,2642453.63501401,16.0,12.0,12.0,13.333333333333334,0.3802160677567852,0.21909331154053233,0.44383908550823603
32223,Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,10,0.5964509606994748,0.6363636363636364,0.3090909090909091,0.8997284637155768,0.8158226219172612,0.9765711267943732,985.9456526957608,81.58760532394821,491.3366940323587,0.0234288732056267,0.0,1562.2494828948809,1210.1253083109048,1890517.637146719,10.0,17.0,18.0,15.0,0.4035490393005252,0.15370573425738143,0.42777099418558096
32249,Should the construction of new nuclear power plants in Switzerland be allowed again?,36,0.6282792419227404,0.6744186046511628,0.2,0.8883945822775745,0.8215201239992028,0.972346248019588,945.6174084209516,82.77256437852192,463.9061644822123,0.0276537519804119,0.0,1867.322596075673,1664.383221974159,3107940.39892158,19.0,15.0,19.0,17.666666666666668,0.37172075807725957,0.2230662084789791,0.5001907621150684
32215,Should the federal government allocate more funding for health insurance premium subsidies?,2,0.6126254632184557,0.6363636363636364,0.2857142857142857,0.910775221073162,0.8252801111677979,0.9842287195736712,977.651951605934,76.85949543977449,417.1768687887081,0.0157712804263286,0.0,1547.6497714149584,1256.2065388351623,1944167.7626782155,13.0,21.0,20.0,18.0,0.3873745367815443,0.23438340473130315,0.49035233125947114
32253,Should direct payments only be granted to farmers with proof of ecological performance?,40,0.6160840945240428,0.6363636363636364,0.3090909090909091,0.9171473087045168,0.8341314229897124,0.9422199817562052,949.8685486581207,72.65804773107092,410.58497767535647,0.0577800182437947,0.0,1509.533357534231,1140.0232328049738,1720903.0982831204,14.0,25.0,22.0,20.333333333333332,0.3839159054759572,0.20997766237119492,0.4849953780043599
32219,Should the federal government provide more financial support for public housing construction? [BePart question],6,0.6533915580475572,0.6363636363636364,0.3584905660377358,0.9059054739140114,0.8144475041608532,0.979043641077344,934.990037927889,83.09286134431413,418.0573239233761,0.0209563589226559,0.0,1743.804664723032,1274.744409927082,2222905.248360454,24.0,20.0,17.0,20.333333333333332,0.3466084419524428,0.2828003658153591,0.48344619823650703
32230,Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,17,0.6304171552120209,0.6744186046511628,0.2203389830508474,0.9029208889808772,0.8328248967371241,0.9438523212828268,935.1535119304816,76.18151670591214,443.8197945172596,0.0561476787171731,0.0,1652.3103821851143,1561.306664343892,2579763.211270222,21.0,19.0,21.0,20.333333333333332,0.3695828447879791,0.25595405739636884,0.4818979665346819
32244,Are you in favor of stricter controls on equal pay for women and men?,31,0.6488341686940835,0.6744186046511628,0.3333333333333333,0.9137315028390518,0.834679765879647,0.9844927744970954,973.827500120025,73.52400189035238,432.6873829756589,0.0155072255029046,0.0,1676.8858738603835,1353.431993962921,2269550.991907114,23.0,22.0,23.0,22.666666666666668,0.3511658313059165,0.2594194544658877,0.4885335413715992
32256,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],43,0.6265985822845246,0.6744186046511628,0.3333333333333333,0.9209110106920694,0.8388138270212986,0.9846608094483652,989.4319938547218,70.46306420073567,469.5366556243698,0.0153391905516347,0.0,1465.3974430239025,1124.8582965571595,1648364.471539084,18.0,26.0,24.0,22.666666666666668,0.3734014177154754,0.20579115953739688,0.4648298840190766
32221,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,8,0.7022326832761275,0.6744186046511628,0.3333333333333333,0.9280052204061204,0.8490635847947858,0.6410053291084545,624.3134331941044,65.36181818529624,235.381703394306,0.3589946708915454,0.0,1639.4524735964424,1529.2874176998032,2507194.0397878583,30.0,29.0,26.0,28.333333333333332,0.29776731672387247,0.17481207350965736,0.319237197822898
32260,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",47,0.6800974449136454,0.6744186046511628,0.3846153846153846,0.9286133337129516,0.8598382233739782,0.9667050746555284,969.080968841519,62.13320811545128,475.2001056219694,0.0332949253444716,0.0,1431.522094663324,924.8038457071912,1323877.138359456,26.0,30.0,34.0,30.0,0.31990255508635457,0.193605450937385,0.460076662257903
32220,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,7,0.6770813635088273,0.6363636363636364,0.2857142857142857,0.9320820011632532,0.8554909765299883,0.6410533390945317,646.9385952278074,63.30451922338039,246.15149551106632,0.3589466609054683,0.0,1336.0632607684536,1573.5968181804417,2102424.896033024,25.0,34.0,31.0,30.0,0.3229186364911727,0.10115817719864473,0.2610016593976874
32263,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,50,0.7047635985216316,0.6744186046511628,0.3584905660377358,0.9306162875430898,0.8532603518585331,0.5908108886648423,599.6126314273369,64.44589052948669,196.05127466513036,0.4091891113351577,0.0,1791.1523975904977,1366.4626989669644,2447542.939472661,31.0,32.0,27.0,30.0,0.2952364014783684,0.06727571983372341,0.23814679887813048
32233,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,20,0.7185476386331322,0.6744186046511628,0.3846153846153846,0.9276104165562796,0.8533027255234765,0.6285707427144847,643.346848144414,65.06990851181592,266.5889144942148,0.3714292572855154,0.0,1549.756714803765,1002.0406308790988,1552919.1962110838,37.0,28.0,28.0,31.0,0.2814523613668678,0.09344682937176939,0.15083629501538331
32262,Are you in favour of lowering the voting age to 16?,49,0.7305945583816538,0.8,0.2631578947368421,0.9149893764567374,0.8536755918625589,0.6424696336838063,640.5287579816602,67.17482997396404,252.4342743290605,0.3575303663161938,0.0,2041.7593107281828,1720.7550121618365,3513367.567563617,42.0,23.0,29.0,31.333333333333332,0.26940544161834623,0.24138787697286854,0.4810828525811751
32217,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",4,0.7376729234662001,0.8,0.3333333333333333,0.91615443730872,0.8442705714216447,0.6176244658889048,624.7589178549139,70.37501855196376,222.05737193336213,0.3823755341110951,0.0,1933.303129478584,1246.798820961001,2410440.0623941123,47.0,24.0,25.0,32.0,0.26232707653379994,0.13501970902933755,0.28094847431620107
32242,Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,29,0.7142683069718748,0.7142857142857143,0.3333333333333333,0.9289755602499902,0.8552804966575611,0.609846848144414,619.8484324739546,64.5258663014735,215.36456382927648,0.3901531518555859,0.0,1771.3119155388672,1444.7580629791703,2559117.172025857,36.0,31.0,30.0,32.333333333333336,0.2857316930281252,0.12229887239959827,0.36789174975543787
32273,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],60,0.722466246891624,0.7560975609756098,0.3584905660377358,0.9220102423235192,0.8586914106176876,0.9426760766239378,936.2916366604254,65.51630918822951,461.914062124922,0.0573239233760622,0.0,1676.9520481900374,1144.1750281401526,1918726.6569275225,39.0,27.0,33.0,33.0,0.277533753108376,0.21267294638650336,0.4326309498863067
32243,"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",30,0.6994012828626262,0.6744186046511628,0.3090909090909091,0.939454030445924,0.8661382647328819,0.6192568054155264,628.910341351001,57.88716528839748,221.70975562917087,0.3807431945844736,0.0,1522.0485776300516,1414.2647760010948,2152579.69070475,29.0,38.0,36.0,34.333333333333336,0.30059871713737385,0.13388710819190983,0.3760450816695857
32241,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",28,0.7053511997110987,0.7560975609756098,0.3584905660377358,0.9356447011983045,0.8682120680933741,0.9555907628786788,951.067910125306,58.60936187263394,454.6026453502329,0.0444092371213212,0.0,1304.517012474806,985.5901251718552,1285719.085613859,32.0,37.0,37.0,35.333333333333336,0.2946488002889013,0.21019696048192862,0.4415936260154229
32226,Should the federal government raise the requirements for the gymnasiale matura?,13,0.6880351111875151,0.6363636363636364,0.3333333333333333,0.9435313348446196,0.8707368373265535,0.616328196264823,628.8447837150127,56.101367883353554,234.77382495559075,0.3836718037351769,0.0,1465.2213720396444,1386.8676432740406,2032068.1111153776,27.0,40.0,40.0,35.666666666666664,0.31196488881248485,0.11218569030915267,0.36588840007506235
32266,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",53,0.7326402431984409,0.7142857142857143,0.3846153846153846,0.9314041712633848,0.8577446014364798,0.6124153823995391,621.6355802006817,62.70419979134088,239.0951557924048,0.3875846176004609,0.0,1789.865543215619,1629.2908961138503,2916211.6348290797,46.0,33.0,32.0,37.0,0.2673597568015591,0.103166757434443,0.2291209326890566
